%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1485999148197814446,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1485999148201733091,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1485999148206083456,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1485999148213550175,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1485999148221549289,-0.0,0.0,0.0,0.0,0.0,-0.0
1485999148321563143,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1485999148325778716,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1485999148333583768,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1485999148337539810,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1485999148341507518,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1485999148345645279,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1485999148353596060,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1485999148357577779,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1485999148361791373,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1485999148365655748,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1485999148369532675,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1485999148373816425,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1485999148381574445,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1485999148385534341,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1485999148393533925,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1485999148398084289,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1485999148402323925,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1485999148409930539,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1485999148414081060,0.618610203266,0.0,0.0,0.0,0.0,-0.0
1485999148417551529,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1485999148421445591,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1485999148425506164,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1485999148429683508,0.742332220078,0.0,0.0,0.0,0.0,-0.0
1485999148437526373,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1485999148441443925,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1485999148449703508,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1485999148453449706,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1485999148457445956,0.948515295982,0.0,0.0,0.0,0.0,-0.0
1485999148461519654,1.01034581661,0.0,0.0,0.0,0.0,-0.0
1485999148465680800,1.03097629547,0.0,0.0,0.0,0.0,-0.0
1485999148469477675,1.11343729496,0.0,0.0,0.0,0.0,-0.0
1485999148473428195,1.13406777382,0.0,0.0,0.0,0.0,-0.0
1485999148477567779,1.17532885075,0.0,0.0,0.0,0.0,-0.0
1485999148481492935,1.21658980846,0.0,0.0,0.0,0.0,-0.0
1485999148485547987,1.23715937138,0.0,0.0,0.0,0.0,-0.0
1485999148489738456,1.27842032909,0.0,0.0,0.0,0.0,-0.0
1485999148493504862,1.29905092716,0.0,0.0,0.0,0.0,-0.0
1485999148497530122,1.34025084972,0.0,0.0,0.0,0.0,-0.0
1485999148501834393,1.38151192665,0.0,0.0,0.0,0.0,-0.0
1485999148513754289,1.40214240551,0.0,0.0,0.0,0.0,-0.0
1485999148522061164,1.44340348244,0.0,0.0,0.0,0.0,-0.0
1485999148529719654,1.46397292614,0.0,0.0,0.0,0.0,-0.0
1485999148537895904,1.50523388386,0.0,0.0,0.0,0.0,-0.0
1485999148541559029,1.54649496078,0.0,0.0,0.0,0.0,-0.0
1485999148545565122,1.56706440449,0.0,0.0,0.0,0.0,-0.0
1485999148553516477,1.60832548141,0.0,0.0,0.0,0.0,-0.0
1485999148566718664,1.62895596027,0.0,0.0,0.0,0.0,-0.0
1485999148573805852,1.67015600204,0.0,0.0,0.0,0.0,-0.0
1485999148582054445,1.71141695976,0.0,0.0,0.0,0.0,-0.0
1485999148597721529,1.73204743862,0.0,0.0,0.0,0.0,-0.0
1485999148622302154,1.77330851555,0.0,0.0,0.0,0.0,-0.0
1485999148641785852,1.81450855732,0.0,0.0,0.0,0.0,-0.0
1485999148661554914,1.83513903618,0.0,0.0,0.0,0.0,-0.0
1485999148778237102,1.8763999939,0.0,0.0,0.0,0.0,-0.0
1485999148829535747,1.77330851555,0.0,0.0,0.0,0.0,-0.0
1485999148849675487,1.73204743862,0.0,0.0,0.0,0.0,-0.0
1485999148861699185,1.71141695976,0.0,0.0,0.0,0.0,-0.0
1485999148873518977,1.67015600204,0.0,0.0,0.0,0.0,-0.0
1485999148881557102,1.62895596027,0.0,0.0,0.0,0.0,-0.0
1485999148885493716,1.60832548141,0.0,0.0,0.0,0.0,-0.0
1485999148893540852,1.56706440449,0.0,0.0,0.0,0.0,-0.0
1485999148901521581,1.54649496078,0.0,0.0,0.0,0.0,-0.0
1485999148905457518,1.50523388386,0.0,0.0,0.0,0.0,-0.0
1485999148909544706,1.46397292614,0.0,0.0,0.0,0.0,-0.0
1485999148913395279,1.44340348244,0.0,0.0,0.0,0.0,-0.0
1485999148921733247,1.40214240551,0.0,0.0,0.0,0.0,-0.0
1485999148929678612,1.38151192665,0.0,0.0,0.0,0.0,-0.0
1485999148937530018,1.34025084972,0.0,0.0,0.0,0.0,-0.0
1485999148945507622,1.29905092716,0.0,0.0,0.0,0.0,-0.0
1485999148949612154,1.27842032909,0.0,0.0,0.0,0.0,-0.0
1485999148953758976,1.23715937138,0.0,0.0,0.0,0.0,-0.0
1485999148957545591,1.21658980846,0.0,0.0,0.0,0.0,-0.0
1485999148961683508,1.17532885075,0.0,0.0,0.0,0.0,-0.0
1485999148973523299,1.13406777382,0.0,0.0,0.0,0.0,-0.0
1485999148977805279,1.07223725319,0.0,0.0,0.0,0.0,-0.0
1485999148981469601,1.01034581661,0.0,0.0,0.0,0.0,-0.0
1485999148985412466,0.969145774841,0.0,0.0,0.0,0.0,-0.0
1485999148989480487,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1485999148993438924,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1485999148997665018,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1485999149001450747,0.804162740707,0.0,0.0,0.0,0.0,-0.0
1485999149005554758,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1485999149009449549,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1485999149013453768,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1485999149017591164,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1485999149021609966,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1485999149029779914,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1485999149033424914,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1485999149037514445,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1485999149049529810,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1485999149065578768,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1485999149173568039,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1485999149185586060,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1485999149193503091,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1485999149201576320,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1485999149209636008,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1485999149214012101,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1485999149221705956,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1485999149229900956,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1485999149233807101,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1485999149240111633,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1485999149241565903,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1485999149245667622,-0.0,0.0,0.0,0.0,0.0,-0.0
1485999149365805070,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1485999149373533039,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1485999149381676060,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1485999149389522726,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1485999149393457205,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1485999149401532518,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1485999149425599133,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1485999149445661893,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1485999149453565174,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1485999149461583091,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1485999149473938039,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1485999149481520226,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1485999149497568664,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1485999149513548351,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1485999149529597205,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1485999149549561789,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1485999149589608299,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1485999149725833976,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1485999149793684914,0.618610203266,0.0,0.0,0.0,0.0,-0.0
1485999149809748247,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1485999149813542049,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1485999149825759393,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1485999149837545330,0.742332220078,0.0,0.0,0.0,0.0,-0.0
1485999149861618091,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1485999149873638403,0.804162740707,0.0,0.0,0.0,0.0,-0.0
1485999149889800070,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1485999149902187466,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1485999149921850070,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1485999149945911007,0.948515295982,0.0,0.0,0.0,0.0,-0.0
1485999149966130174,0.969145774841,0.0,0.0,0.0,0.0,-0.0
1485999149990149184,1.01034581661,0.0,0.0,0.0,0.0,-0.0
1485999150249757518,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1485999150261782986,0.90725427866,0.0,0.0,0.0,0.0,0.0297079378366
1485999150266623611,0.90725427866,0.0,0.0,0.0,0.0,0.069289226532
