%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1486181140468698647,0.618610203266,0.0,0.0,0.0,0.0,-0.0
1486181140472530766,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1486181140477329563,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1486181140480815485,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1486181140485140452,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1486181140488895830,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1486181140493300642,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1486181140496744833,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1486181140505851357,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1486181140509284011,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1486181140516908504,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1486181140524995594,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1486181140533096151,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1486181140541247324,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1486181140561501550,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1486181140577227722,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1486181140580922604,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1486181140585321071,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1486181140593105493,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1486181140601327456,-0.0,0.0,0.0,0.0,0.0,-0.0
1486181140701267866,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1486181140705390272,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1486181140712827472,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1486181140717317157,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1486181140720491981,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1486181140725371157,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1486181140732693817,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1486181140737326410,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1486181140740821260,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1486181140744622204,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1486181140748610176,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1486181140752934918,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1486181140760535765,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1486181140764479123,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1486181140772566483,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1486181140777095915,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1486181140781326607,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1486181140788915198,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1486181140794564396,0.618610203266,0.0,0.0,0.0,0.0,-0.0
1486181140798089569,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1486181140801060302,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1486181140804630861,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1486181140808828981,0.742332220078,0.0,0.0,0.0,0.0,-0.0
1486181140816959402,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1486181140820861456,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1486181140828754048,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1486181140833230375,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1486181140836712523,0.948515295982,0.0,0.0,0.0,0.0,-0.0
1486181140841015046,1.01034581661,0.0,0.0,0.0,0.0,-0.0
1486181140844921263,1.03097629547,0.0,0.0,0.0,0.0,-0.0
1486181140848978198,1.11343729496,0.0,0.0,0.0,0.0,-0.0
1486181140852758036,1.13406777382,0.0,0.0,0.0,0.0,-0.0
1486181140856528993,1.17532885075,0.0,0.0,0.0,0.0,-0.0
1486181140860444637,1.21658980846,0.0,0.0,0.0,0.0,-0.0
1486181140865542297,1.23715937138,0.0,0.0,0.0,0.0,-0.0
1486181140868745453,1.27842032909,0.0,0.0,0.0,0.0,-0.0
1486181140872885325,1.29905092716,0.0,0.0,0.0,0.0,-0.0
1486181140877181896,1.34025084972,0.0,0.0,0.0,0.0,-0.0
1486181140880871356,1.38151192665,0.0,0.0,0.0,0.0,-0.0
1486181140893262719,1.40214240551,0.0,0.0,0.0,0.0,-0.0
1486181140901108053,1.44340348244,0.0,0.0,0.0,0.0,-0.0
1486181140908985120,1.46397292614,0.0,0.0,0.0,0.0,-0.0
1486181140920000438,1.50523388386,0.0,0.0,0.0,0.0,-0.0
1486181140920421549,1.54649496078,0.0,0.0,0.0,0.0,-0.0
1486181140925224907,1.56706440449,0.0,0.0,0.0,0.0,-0.0
1486181140932928603,1.60832548141,0.0,0.0,0.0,0.0,-0.0
1486181140946617764,1.62895596027,0.0,0.0,0.0,0.0,-0.0
1486181140952900686,1.67015600204,0.0,0.0,0.0,0.0,-0.0
1486181140961488166,1.71141695976,0.0,0.0,0.0,0.0,-0.0
1486181140977512302,1.73204743862,0.0,0.0,0.0,0.0,-0.0
1486181141001619547,1.77330851555,0.0,0.0,0.0,0.0,-0.0
1486181141020917361,1.81450855732,0.0,0.0,0.0,0.0,-0.0
1486181141040655152,1.83513903618,0.0,0.0,0.0,0.0,-0.0
1486181141157947234,1.8763999939,0.0,0.0,0.0,0.0,-0.0
1486181141209138857,1.77330851555,0.0,0.0,0.0,0.0,-0.0
1486181141229128713,1.73204743862,0.0,0.0,0.0,0.0,-0.0
1486181141240773464,1.71141695976,0.0,0.0,0.0,0.0,-0.0
1486181141253026897,1.67015600204,0.0,0.0,0.0,0.0,-0.0
1486181141260909802,1.62895596027,0.0,0.0,0.0,0.0,-0.0
1486181141264709492,1.60832548141,0.0,0.0,0.0,0.0,-0.0
1486181141272568489,1.56706440449,0.0,0.0,0.0,0.0,-0.0
1486181141280923439,1.54649496078,0.0,0.0,0.0,0.0,-0.0
1486181141284851792,1.50523388386,0.0,0.0,0.0,0.0,-0.0
1486181141289017916,1.46397292614,0.0,0.0,0.0,0.0,-0.0
1486181141292606259,1.44340348244,0.0,0.0,0.0,0.0,-0.0
1486181141300869159,1.40214240551,0.0,0.0,0.0,0.0,-0.0
1486181141309553417,1.38151192665,0.0,0.0,0.0,0.0,-0.0
1486181141316805488,1.34025084972,0.0,0.0,0.0,0.0,-0.0
1486181141324845345,1.29905092716,0.0,0.0,0.0,0.0,-0.0
1486181141328593843,1.27842032909,0.0,0.0,0.0,0.0,-0.0
1486181141332699842,1.23715937138,0.0,0.0,0.0,0.0,-0.0
1486181141336608912,1.21658980846,0.0,0.0,0.0,0.0,-0.0
1486181141341781421,1.17532885075,0.0,0.0,0.0,0.0,-0.0
1486181141352742207,1.13406777382,0.0,0.0,0.0,0.0,-0.0
1486181141357008716,1.07223725319,0.0,0.0,0.0,0.0,-0.0
1486181141360648252,1.01034581661,0.0,0.0,0.0,0.0,-0.0
1486181141364468163,0.969145774841,0.0,0.0,0.0,0.0,-0.0
1486181141368493809,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1486181141374332076,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1486181141376848234,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1486181141380627792,0.804162740707,0.0,0.0,0.0,0.0,-0.0
1486181141384613705,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1486181141388892863,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1486181141392612995,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1486181141396645812,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1486181141401842813,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1486181141408926312,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1486181141412652993,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1486181141416581498,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1486181141428646757,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1486181141444911894,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1486181141553931383,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1486181141565080361,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1486181141573136085,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1486181141580553967,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1486181141588724040,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1486181141593422416,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1486181141601236499,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1486181141609055163,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1486181141612916576,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1486181141619367214,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1486181141620803215,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1486181141625123881,-0.0,0.0,0.0,0.0,0.0,-0.0
1486181141745599440,0.0206305123866,0.0,0.0,0.0,0.0,-0.0
1486181141752667356,0.0412610247731,0.0,0.0,0.0,0.0,-0.0
1486181141760942084,0.0825220495462,0.0,0.0,0.0,0.0,-0.0
1486181141768665021,0.103152565658,0.0,0.0,0.0,0.0,-0.0
1486181141773462923,0.144352555275,0.0,0.0,0.0,0.0,-0.0
1486181141780572938,0.185613572598,0.0,0.0,0.0,0.0,-0.0
1486181141804717723,0.206244081259,0.0,0.0,0.0,0.0,-0.0
1486181141824870046,0.247444078326,0.0,0.0,0.0,0.0,-0.0
1486181141832858181,0.268074601889,0.0,0.0,0.0,0.0,-0.0
1486181141840934800,0.309335619211,0.0,0.0,0.0,0.0,-0.0
1486181141852937111,0.350535601377,0.0,0.0,0.0,0.0,-0.0
1486181141861487767,0.371166110039,0.0,0.0,0.0,0.0,-0.0
1486181141877409643,0.412427127361,0.0,0.0,0.0,0.0,-0.0
1486181141892680118,0.45362713933,0.0,0.0,0.0,0.0,-0.0
1486181141908704943,0.474257647991,0.0,0.0,0.0,0.0,-0.0
1486181141928792386,0.515518665314,0.0,0.0,0.0,0.0,-0.0
1486181141968782259,0.536149203777,0.0,0.0,0.0,0.0,-0.0
1486181142105896933,0.577349185944,0.0,0.0,0.0,0.0,-0.0
1486181142173971129,0.618610203266,0.0,0.0,0.0,0.0,-0.0
1486181142188873836,0.639240682125,0.0,0.0,0.0,0.0,-0.0
1486181142193063465,0.680440664291,0.0,0.0,0.0,0.0,-0.0
1486181142207091133,0.701071202755,0.0,0.0,0.0,0.0,-0.0
1486181142217212552,0.742332220078,0.0,0.0,0.0,0.0,-0.0
1486181142240583287,0.783532202244,0.0,0.0,0.0,0.0,-0.0
1486181142252576334,0.804162740707,0.0,0.0,0.0,0.0,-0.0
1486181142269207783,0.84542375803,0.0,0.0,0.0,0.0,-0.0
1486181142282570299,0.866054236889,0.0,0.0,0.0,0.0,-0.0
1486181142300804950,0.90725427866,0.0,0.0,0.0,0.0,-0.0
1486181142325056632,0.948515295982,0.0,0.0,0.0,0.0,-0.0
1486181142345266614,0.969145774841,0.0,0.0,0.0,0.0,-0.0
1486181142369353941,1.01034581661,0.0,0.0,0.0,0.0,-0.0
